,Nombre,Edad,Ciudad,Puntuacion,Comentarios
586,Trabajador_01,20,Medellín,78,A mejorar
587,Trabajador_04,46,,85,A mejorar
588,Trabajador_01,41,Cali,78,
589,Trabajador_04,20,Medellín,92,
590,Trabajador_04,37,,90,Excelente
591,Trabajador_04,32,Bogotá,,Excelente
592,Trabajador_02,42,Cali,92,Buen trabajo
593,Trabajador_05,47,Cali,85,A mejorar
594,Trabajador_01,31,Bogotá,,A mejorar
595,Trabajador_02,24,,90,
596,Trabajador_02,,Barranquilla,92,Buen trabajo
597,Trabajador_02,37,Bogotá,,A mejorar
598,Trabajador_02,53,,92,Buen trabajo
599,Trabajador_02,26,Bogotá,92,Buen trabajo
600,Trabajador_03,55,Bogotá,90,
601,Trabajador_01,39,Medellín,78,Buen trabajo
602,Trabajador_02,19,,,Excelente
603,Trabajador_01,41,Barranquilla,90,Excelente
604,Trabajador_03,25,Medellín,92,Sin comentarios
605,Trabajador_03,28,Bogotá,90,
606,Trabajador_01,30,Bogotá,78,Sin comentarios
607,Trabajador_04,34,Bogotá,,Excelente
608,Trabajador_05,25,,78,Sin comentarios
609,Trabajador_04,38,,85,
610,Trabajador_04,35,Medellín,,
611,Trabajador_04,47,Barranquilla,78,Buen trabajo
612,Trabajador_02,35,Medellín,92,A mejorar
613,Trabajador_03,48,Cali,,Buen trabajo
614,Trabajador_04,55,Bogotá,,
615,Trabajador_03,49,Bogotá,90,Excelente
616,Trabajador_01,28,Bogotá,92,Excelente
617,Trabajador_05,42,Medellín,85,Buen trabajo
618,Trabajador_01,50,Medellín,78,
619,Trabajador_01,55,Bogotá,90,Excelente
620,Trabajador_02,58,Medellín,78,
621,Trabajador_05,25,,85,Excelente
622,Trabajador_01,28,,85,
623,Trabajador_01,39,Medellín,,Sin comentarios
624,Trabajador_05,41,Bogotá,,
625,Trabajador_05,58,Medellín,78,
626,Trabajador_01,34,Medellín,92,Buen trabajo
627,Trabajador_05,29,Medellín,92,Sin comentarios
628,Trabajador_01,49,Cali,,A mejorar
629,Trabajador_01,32,,78,Buen trabajo
630,Trabajador_02,33,Barranquilla,78,A mejorar
631,Trabajador_04,39,Barranquilla,85,Excelente
632,Trabajador_01,45,Cali,78,A mejorar
633,Trabajador_03,37,Medellín,90,
634,Trabajador_04,50,Cali,85,A mejorar
635,Trabajador_04,27,Cali,90,Buen trabajo
636,Trabajador_04,57,Bogotá,,Buen trabajo
637,Trabajador_02,49,,92,A mejorar
638,Trabajador_01,50,Barranquilla,,Buen trabajo
639,Trabajador_02,19,Medellín,92,Buen trabajo
640,Trabajador_01,50,Barranquilla,,A mejorar
641,Trabajador_02,50,Barranquilla,78,Sin comentarios
642,Trabajador_02,58,,90,Sin comentarios
643,Trabajador_03,30,Barranquilla,92,Excelente
644,Trabajador_02,47,Barranquilla,85,Buen trabajo
645,Trabajador_05,50,Cali,90,A mejorar
646,Trabajador_03,30,,85,Buen trabajo
647,Trabajador_02,43,Bogotá,90,
648,Trabajador_04,39,Medellín,90,Buen trabajo
649,Trabajador_05,56,Barranquilla,,Buen trabajo
650,Trabajador_05,19,Medellín,92,Sin comentarios
651,Trabajador_05,55,Bogotá,92,A mejorar
652,Trabajador_03,56,Medellín,90,Buen trabajo
653,Trabajador_02,43,Bogotá,78,Sin comentarios
654,Trabajador_02,32,Cali,78,Excelente
655,Trabajador_04,51,Barranquilla,85,Sin comentarios
656,Trabajador_04,59,Bogotá,85,Sin comentarios
657,Trabajador_05,57,Medellín,,Sin comentarios
658,Trabajador_04,28,Barranquilla,90,Buen trabajo
659,Trabajador_03,20,Cali,85,Buen trabajo
660,Trabajador_02,23,Barranquilla,85,Excelente
661,Trabajador_05,26,Bogotá,90,
662,Trabajador_04,23,,,
663,Trabajador_03,26,Medellín,85,
664,Trabajador_03,56,Cali,,Excelente
665,Trabajador_04,48,Cali,92,
666,Trabajador_02,49,,,
667,Trabajador_04,58,Cali,78,Sin comentarios
668,Trabajador_05,29,Cali,78,Buen trabajo
669,Trabajador_04,25,Barranquilla,,Buen trabajo
670,Trabajador_03,25,Medellín,78,Sin comentarios
671,Trabajador_04,45,Barranquilla,92,Sin comentarios
672,Trabajador_02,37,Barranquilla,90,Sin comentarios
673,Trabajador_01,24,Bogotá,78,Buen trabajo
674,Trabajador_04,28,Barranquilla,78,
675,Trabajador_02,37,,,Sin comentarios
676,Trabajador_02,33,,92,Excelente
677,Trabajador_03,21,Bogotá,90,Sin comentarios
678,Trabajador_02,23,Medellín,,A mejorar
679,Trabajador_02,39,Medellín,,Sin comentarios
680,Trabajador_02,43,Barranquilla,92,Buen trabajo
681,Trabajador_02,20,Barranquilla,90,Sin comentarios
682,Trabajador_05,58,Barranquilla,92,A mejorar
683,Trabajador_05,59,Medellín,90,Excelente
684,Trabajador_03,31,Cali,92,
685,Trabajador_04,28,,,Sin comentarios
686,Trabajador_02,35,Cali,,A mejorar
687,Trabajador_04,29,Cali,85,A mejorar
688,Trabajador_04,40,Medellín,78,Excelente
689,Trabajador_03,29,Cali,92,Buen trabajo
690,Trabajador_02,30,Bogotá,85,Sin comentarios
691,Trabajador_02,42,Barranquilla,78,A mejorar
692,Trabajador_01,36,Bogotá,92,Excelente
693,Trabajador_04,53,,90,
694,Trabajador_04,25,Barranquilla,78,A mejorar
695,Trabajador_05,46,Cali,,Excelente
696,Trabajador_01,49,,85,Buen trabajo
697,Trabajador_05,35,Barranquilla,78,Buen trabajo
698,Trabajador_05,23,Cali,78,A mejorar
699,Trabajador_05,35,Bogotá,,A mejorar
700,Trabajador_03,36,Barranquilla,92,Sin comentarios
701,Trabajador_03,39,Cali,90,Excelente
702,Trabajador_05,54,Bogotá,,A mejorar
703,Trabajador_01,49,,90,Sin comentarios
704,Trabajador_04,58,,92,Sin comentarios
705,Trabajador_01,20,,78,A mejorar
706,Trabajador_02,45,,90,Buen trabajo
707,Trabajador_03,27,Medellín,85,Excelente
708,Trabajador_04,52,Barranquilla,85,Excelente
709,Trabajador_04,46,Barranquilla,,Buen trabajo
710,Trabajador_02,32,Medellín,92,A mejorar
711,Trabajador_02,50,Cali,,Excelente
712,Trabajador_05,24,Cali,,A mejorar
713,Trabajador_03,29,,,A mejorar
714,Trabajador_03,47,Bogotá,85,Sin comentarios
715,Trabajador_01,38,Cali,85,Buen trabajo
716,Trabajador_05,48,Bogotá,,A mejorar
717,Trabajador_05,41,,85,
718,Trabajador_05,37,Bogotá,92,Buen trabajo
719,Trabajador_05,54,Barranquilla,,Excelente
720,Trabajador_03,21,Medellín,85,Sin comentarios
721,Trabajador_03,45,Medellín,90,Excelente
722,Trabajador_05,37,,,Excelente
723,Trabajador_01,41,Cali,,Buen trabajo
724,Trabajador_04,49,,92,Excelente
725,Trabajador_04,58,Barranquilla,78,A mejorar
726,Trabajador_01,53,,78,Excelente
727,Trabajador_05,51,Bogotá,92,Sin comentarios
728,Trabajador_03,53,Barranquilla,92,Sin comentarios
729,Trabajador_04,19,Medellín,92,
730,Trabajador_02,32,Cali,78,Sin comentarios
731,Trabajador_02,51,Barranquilla,92,Excelente
732,Trabajador_01,53,Barranquilla,85,Sin comentarios
733,Trabajador_05,23,Bogotá,,Buen trabajo
734,Trabajador_04,56,Cali,,Sin comentarios
735,Trabajador_05,59,Medellín,90,A mejorar
736,Trabajador_04,29,Barranquilla,90,Buen trabajo
737,Trabajador_01,20,Barranquilla,,
738,Trabajador_01,35,Bogotá,85,
739,Trabajador_02,57,,78,Excelente
740,Trabajador_05,38,Medellín,78,Excelente
741,Trabajador_02,32,Cali,85,Excelente
742,Trabajador_05,50,Barranquilla,78,A mejorar
743,Trabajador_02,52,Barranquilla,92,A mejorar
744,Trabajador_03,43,Medellín,,A mejorar
745,Trabajador_03,25,,,Buen trabajo
746,Trabajador_03,53,Barranquilla,85,Buen trabajo
747,Trabajador_03,47,Medellín,78,Excelente
748,Trabajador_04,40,Bogotá,90,Sin comentarios
749,Trabajador_03,59,,90,Excelente
750,Trabajador_01,31,Cali,78,
751,Trabajador_01,31,Barranquilla,90,Buen trabajo
752,Trabajador_04,,Medellín,85,A mejorar
753,Trabajador_03,54,Bogotá,85,Buen trabajo
754,Trabajador_03,22,Cali,78,A mejorar
755,Trabajador_03,55,Medellín,90,
756,Trabajador_02,58,,85,
757,Trabajador_05,31,Cali,85,Buen trabajo
758,Trabajador_02,56,Bogotá,92,A mejorar
759,Trabajador_05,42,Bogotá,92,
760,Trabajador_03,37,,85,Excelente
761,Trabajador_03,19,Barranquilla,78,Excelente
762,Trabajador_02,56,Cali,,A mejorar
763,Trabajador_02,23,Cali,,Buen trabajo
764,Trabajador_05,,Cali,85,
765,Trabajador_01,42,Bogotá,85,Buen trabajo
766,Trabajador_05,45,Barranquilla,85,Excelente
767,Trabajador_02,19,,78,
768,Trabajador_02,52,Medellín,92,Buen trabajo
769,Trabajador_04,54,Medellín,85,Sin comentarios
770,Trabajador_02,22,Cali,85,A mejorar
771,Trabajador_04,18,Barranquilla,90,A mejorar
772,Trabajador_01,57,Bogotá,78,Sin comentarios
773,Trabajador_05,29,Barranquilla,85,Excelente
774,Trabajador_05,53,Barranquilla,90,
775,Trabajador_04,40,Bogotá,,A mejorar
776,Trabajador_05,48,Cali,85,Sin comentarios
777,Trabajador_02,28,Barranquilla,85,Sin comentarios
778,Trabajador_03,27,Medellín,90,Excelente
779,Trabajador_04,20,Bogotá,78,Excelente
780,Trabajador_05,31,,85,Buen trabajo
781,Trabajador_04,33,Cali,,A mejorar
782,Trabajador_04,27,Bogotá,85,Buen trabajo
783,Trabajador_03,46,,,Sin comentarios
784,Trabajador_02,27,,92,
785,Trabajador_04,29,Barranquilla,92,
786,Trabajador_05,47,Barranquilla,,Excelente
787,Trabajador_01,58,Barranquilla,78,
788,Trabajador_04,18,Bogotá,85,
789,Trabajador_04,22,Bogotá,85,
790,Trabajador_03,37,Cali,92,Sin comentarios
791,Trabajador_02,25,Barranquilla,,
792,Trabajador_01,29,,85,
793,Trabajador_05,18,Medellín,85,
794,Trabajador_01,37,Cali,78,Buen trabajo
795,Trabajador_05,45,Bogotá,90,Sin comentarios
796,Trabajador_02,54,Cali,92,Excelente
797,Trabajador_05,54,Cali,92,Buen trabajo
798,Trabajador_03,29,Cali,90,A mejorar
799,Trabajador_03,54,Cali,85,Sin comentarios
800,Trabajador_03,45,Medellín,78,Sin comentarios
801,Trabajador_03,32,Barranquilla,78,A mejorar
802,Trabajador_01,23,,92,A mejorar
803,Trabajador_02,37,Cali,,A mejorar
804,Trabajador_05,31,Cali,90,Excelente
805,Trabajador_05,19,Cali,85,
806,Trabajador_03,26,Barranquilla,90,Sin comentarios
807,Trabajador_03,54,Bogotá,,
808,Trabajador_04,37,Bogotá,92,
809,Trabajador_02,43,Medellín,78,A mejorar
810,Trabajador_01,46,Bogotá,,Excelente
811,Trabajador_05,18,Cali,78,Buen trabajo
812,Trabajador_04,52,Cali,85,Excelente
813,Trabajador_04,23,Cali,85,
814,Trabajador_05,54,Medellín,85,Excelente
815,Trabajador_01,22,Cali,78,A mejorar
816,Trabajador_04,50,Bogotá,,Buen trabajo
817,Trabajador_04,31,Barranquilla,85,A mejorar
818,Trabajador_02,29,Barranquilla,,Buen trabajo
819,Trabajador_01,59,,78,
820,Trabajador_04,37,Bogotá,,Buen trabajo
821,Trabajador_01,41,Cali,78,Buen trabajo
822,Trabajador_05,51,Barranquilla,78,Buen trabajo
823,Trabajador_03,42,Bogotá,92,Excelente
824,Trabajador_04,46,Barranquilla,78,Excelente
825,Trabajador_02,56,Cali,78,
826,Trabajador_05,48,Barranquilla,90,Buen trabajo
827,Trabajador_01,40,,85,Sin comentarios
828,Trabajador_05,55,,92,
829,Trabajador_04,37,Barranquilla,92,Buen trabajo
830,Trabajador_01,40,Bogotá,92,Buen trabajo
831,Trabajador_03,33,Bogotá,90,Excelente
832,Trabajador_05,59,Bogotá,78,
833,Trabajador_04,25,Barranquilla,85,Buen trabajo
834,Trabajador_02,38,Bogotá,,Buen trabajo
835,Trabajador_01,18,Cali,78,
836,Trabajador_05,25,,90,Sin comentarios
837,Trabajador_05,46,Cali,78,
838,Trabajador_03,49,Bogotá,78,
839,Trabajador_03,55,Cali,90,Sin comentarios
840,Trabajador_02,22,Bogotá,92,
841,Trabajador_02,39,Barranquilla,92,Buen trabajo
842,Trabajador_04,51,Cali,85,
843,Trabajador_04,18,Barranquilla,85,Sin comentarios
844,Trabajador_02,43,Barranquilla,92,A mejorar
845,Trabajador_02,27,Medellín,,
846,Trabajador_01,47,Bogotá,78,Excelente
847,Trabajador_03,35,,,Buen trabajo
848,Trabajador_04,34,Bogotá,78,Buen trabajo
849,Trabajador_03,43,,92,Excelente
850,Trabajador_03,25,Bogotá,85,Excelente
851,Trabajador_02,57,Barranquilla,85,
852,Trabajador_01,29,Cali,,Excelente
853,Trabajador_05,44,Cali,85,A mejorar
854,Trabajador_01,25,Medellín,92,Sin comentarios
855,Trabajador_01,42,,,Excelente
856,Trabajador_03,21,,78,Excelente
857,Trabajador_01,50,,85,A mejorar
858,Trabajador_04,18,Barranquilla,90,Buen trabajo
859,Trabajador_03,36,,85,Buen trabajo
860,Trabajador_04,48,Cali,78,
861,Trabajador_05,33,Barranquilla,,A mejorar
862,Trabajador_03,31,Bogotá,78,Sin comentarios
863,Trabajador_05,22,,90,Sin comentarios
864,Trabajador_03,58,,92,A mejorar
865,Trabajador_02,43,Bogotá,85,Sin comentarios
866,Trabajador_01,45,,,Buen trabajo
867,Trabajador_02,19,Bogotá,92,Sin comentarios
868,Trabajador_05,23,Barranquilla,78,Sin comentarios
869,Trabajador_01,26,Cali,,A mejorar
870,Trabajador_03,50,Bogotá,92,A mejorar
871,Trabajador_01,58,Medellín,,Sin comentarios
872,Trabajador_04,42,Bogotá,90,Excelente
873,Trabajador_01,30,,90,A mejorar
874,Trabajador_04,26,Barranquilla,85,
875,Trabajador_01,30,Barranquilla,85,
876,Trabajador_04,48,Bogotá,90,Buen trabajo
877,Trabajador_05,58,Cali,,Sin comentarios
878,Trabajador_02,28,Medellín,90,Excelente
879,Trabajador_03,21,Barranquilla,85,Buen trabajo
880,Trabajador_01,51,,90,Sin comentarios
881,Trabajador_02,55,,90,A mejorar
882,Trabajador_03,21,Cali,,
883,Trabajador_03,55,Barranquilla,92,Excelente
884,Trabajador_04,36,Bogotá,85,
885,Trabajador_05,23,,,A mejorar
886,Trabajador_05,51,Cali,90,Sin comentarios
887,Trabajador_02,35,Barranquilla,90,A mejorar
888,Trabajador_05,,Barranquilla,92,A mejorar
889,Trabajador_01,58,Barranquilla,85,
890,Trabajador_05,40,Barranquilla,85,Excelente
891,Trabajador_02,36,Barranquilla,78,A mejorar
892,Trabajador_05,28,,85,
893,Trabajador_01,18,Cali,92,Excelente
894,Trabajador_04,41,Barranquilla,78,Sin comentarios
895,Trabajador_02,24,Medellín,78,Sin comentarios
896,Trabajador_04,42,Medellín,90,Buen trabajo
897,Trabajador_04,38,Cali,90,
898,Trabajador_04,32,Bogotá,85,Excelente
899,Trabajador_03,18,Bogotá,78,A mejorar
900,Trabajador_03,29,Bogotá,90,Sin comentarios
901,Trabajador_04,24,Medellín,92,Excelente
902,Trabajador_02,32,Bogotá,90,
903,Trabajador_01,38,,90,Buen trabajo
904,Trabajador_01,36,Barranquilla,78,Sin comentarios
905,Trabajador_05,46,Medellín,78,Excelente
906,Trabajador_02,42,Cali,,Excelente
907,Trabajador_03,50,Cali,92,Excelente
908,Trabajador_04,49,Barranquilla,78,
909,Trabajador_05,52,Medellín,85,
910,Trabajador_01,55,Bogotá,92,
911,Trabajador_03,43,Bogotá,92,A mejorar
912,Trabajador_03,28,,78,Excelente
913,Trabajador_04,52,,92,Sin comentarios
914,Trabajador_01,25,Bogotá,78,
915,Trabajador_02,31,Cali,90,
916,Trabajador_03,27,Cali,,Excelente
917,Trabajador_04,19,,90,
918,Trabajador_02,26,Barranquilla,78,A mejorar
919,Trabajador_01,20,Bogotá,78,A mejorar
920,Trabajador_03,38,,90,
921,Trabajador_02,43,,85,Excelente
922,Trabajador_02,25,Bogotá,85,Excelente
923,Trabajador_02,19,Bogotá,85,Excelente
924,Trabajador_03,23,Cali,78,Buen trabajo
925,Trabajador_03,45,Barranquilla,92,
926,Trabajador_05,46,Barranquilla,78,
927,Trabajador_01,43,Bogotá,92,
928,Trabajador_04,42,Medellín,90,Sin comentarios
929,Trabajador_02,29,,,Sin comentarios
930,Trabajador_05,22,,92,Excelente
931,Trabajador_04,51,Bogotá,85,Sin comentarios
932,Trabajador_05,54,Medellín,78,Sin comentarios
933,Trabajador_03,32,Cali,90,Buen trabajo
934,Trabajador_02,53,Bogotá,85,A mejorar
935,Trabajador_04,32,Bogotá,90,A mejorar
936,Trabajador_04,40,,,Buen trabajo
937,Trabajador_04,23,Bogotá,78,Buen trabajo
938,Trabajador_04,38,Bogotá,78,Sin comentarios
939,Trabajador_04,40,Bogotá,,
940,Trabajador_05,33,,78,Sin comentarios
941,Trabajador_02,32,Cali,92,Buen trabajo
942,Trabajador_03,42,Cali,90,A mejorar
943,Trabajador_03,53,Bogotá,85,Sin comentarios
944,Trabajador_03,28,,,
945,Trabajador_03,32,Cali,92,Sin comentarios
946,Trabajador_05,21,Cali,85,Excelente
947,Trabajador_01,38,Cali,85,Sin comentarios
948,Trabajador_02,30,,,Buen trabajo
949,Trabajador_04,39,,92,A mejorar
950,Trabajador_01,36,Bogotá,85,A mejorar
951,Trabajador_03,51,Barranquilla,85,Buen trabajo
952,Trabajador_01,31,Cali,92,Excelente
953,Trabajador_02,21,Barranquilla,78,Buen trabajo
954,Trabajador_04,44,,85,Sin comentarios
955,Trabajador_04,46,,90,Buen trabajo
956,Trabajador_02,45,,92,Buen trabajo
957,Trabajador_02,52,Barranquilla,85,Excelente
958,Trabajador_03,25,,,Sin comentarios
959,Trabajador_04,33,Bogotá,90,
960,Trabajador_01,59,,85,
961,Trabajador_05,53,Medellín,90,A mejorar
962,Trabajador_05,47,Barranquilla,90,Buen trabajo
963,Trabajador_02,35,Medellín,78,A mejorar
964,Trabajador_03,19,,90,Excelente
965,Trabajador_05,30,Bogotá,78,
966,Trabajador_04,21,Cali,92,Buen trabajo
967,Trabajador_02,43,,78,Excelente
968,Trabajador_01,42,Bogotá,,Excelente
969,Trabajador_02,47,Barranquilla,85,Buen trabajo
970,Trabajador_01,28,Medellín,92,Excelente
971,Trabajador_02,24,Medellín,92,Buen trabajo
972,Trabajador_02,48,Medellín,,Buen trabajo
973,Trabajador_02,,Barranquilla,78,Sin comentarios
974,Trabajador_01,56,Bogotá,85,A mejorar
975,Trabajador_01,30,Barranquilla,78,Excelente
976,Trabajador_02,48,Medellín,90,Excelente
977,Trabajador_05,24,,78,Sin comentarios
978,Trabajador_03,59,Cali,92,Sin comentarios
979,Trabajador_03,59,Barranquilla,85,Sin comentarios
980,Trabajador_03,53,Barranquilla,78,
981,Trabajador_01,37,Bogotá,85,
982,Trabajador_01,21,Bogotá,85,
983,Trabajador_05,24,Barranquilla,90,
984,Trabajador_03,18,Medellín,90,Excelente
985,Trabajador_03,59,Cali,92,A mejorar
986,Trabajador_02,30,Bogotá,,Buen trabajo
987,Trabajador_01,39,Medellín,85,Excelente
988,Trabajador_03,38,,,Excelente
989,Trabajador_05,39,Bogotá,92,Sin comentarios
990,Trabajador_05,45,Medellín,85,Sin comentarios
991,Trabajador_03,26,Medellín,85,Buen trabajo
992,Trabajador_01,43,Cali,,Sin comentarios
993,Trabajador_05,26,Cali,78,Excelente
994,Trabajador_02,32,,90,Sin comentarios
995,Trabajador_05,27,Medellín,78,
996,Trabajador_04,41,Medellín,,Sin comentarios
997,Trabajador_04,59,Cali,90,Excelente
998,Trabajador_01,25,Bogotá,78,Buen trabajo
999,Trabajador_03,41,Bogotá,90,A mejorar
